predicted,target
0.18603454530239105,0.18302947282791138
0.19084611535072327,0.1899999976158142
0.19223101437091827,0.19300000369548798
0.19056639075279236,0.19012947380542755
0.1902492791414261,0.19019795954227448
0.18660536408424377,0.18468055129051208
0.18702754378318787,0.1863832026720047
0.18889746069908142,0.19053156673908234
0.18653661012649536,0.18256309628486633
0.18580158054828644,0.18348154425621033
0.18763400614261627,0.18847186863422394
0.19012373685836792,0.19041700661182404
0.18760529160499573,0.18650522828102112
0.1920015513896942,0.19300000369548798
0.1897013634443283,0.19300000369548798
0.1902727633714676,0.19011934101581573
0.19059652090072632,0.19021844863891602
0.19046570360660553,0.190073162317276
0.18561023473739624,0.18275225162506104
0.18982292711734772,0.19300000369548798
0.18595464527606964,0.18236276507377625
0.19057521224021912,0.19300000369548798
0.1900031566619873,0.1903727799654007
0.19118502736091614,0.19300000369548798
0.19038435816764832,0.19013004004955292
0.19042040407657623,0.19013243913650513
0.18941770493984222,0.19300000369548798
0.18689431250095367,0.18559782207012177
0.18787001073360443,0.19129088521003723
0.1885014921426773,0.19012120366096497
0.1903320848941803,0.19300000369548798
0.19009588658809662,0.19057007133960724
0.19218091666698456,0.19300000369548798
0.19031964242458344,0.19008973240852356
0.19010838866233826,0.19044896960258484
0.1855228841304779,0.1822127401828766
0.18886356055736542,0.1903795599937439
0.18816310167312622,0.18816028535366058
0.19017907977104187,0.19025084376335144
0.19006353616714478,0.19072142243385315
0.1855834424495697,0.18235255777835846
0.18929614126682281,0.19300000369548798
0.19149917364120483,0.19300000369548798
0.1880824863910675,0.18765710294246674
0.19051018357276917,0.19008368253707886
0.1877945512533188,0.18933545053005219
0.19012457132339478,0.19038408994674683
0.1878170520067215,0.18781208992004395
0.18958346545696259,0.19067507982254028
0.1903565526008606,0.19008204340934753
0.1869838833808899,0.18706151843070984
0.19160962104797363,0.19300000369548798
0.190533846616745,0.1901443600654602
0.19045962393283844,0.19014382362365723
0.18853840231895447,0.19029392302036285
0.18571075797080994,0.18164145946502686
0.19234462082386017,0.19300000369548798
0.19006365537643433,0.19053515791893005
0.19016292691230774,0.19029363989830017
0.1885470747947693,0.1886642575263977
0.18981677293777466,0.19048550724983215
0.19037260115146637,0.19300000369548798
0.19055478274822235,0.19009941816329956
0.18574923276901245,0.1819753497838974
0.1900484263896942,0.19300000369548798
0.18933266401290894,0.19300000369548798
0.19069677591323853,0.19300000369548798
0.18988418579101562,0.19088943302631378
