predicted,target
0.1865464150905609,0.18302947282791138
0.19027188420295715,0.1899999976158142
0.19174346327781677,0.19300000369548798
0.1903715431690216,0.19012947380542755
0.19021642208099365,0.19019795954227448
0.18689937889575958,0.18468055129051208
0.1872875839471817,0.1863832026720047
0.18870510160923004,0.19053156673908234
0.18688377737998962,0.18256309628486633
0.1863214075565338,0.18348154425621033
0.18774092197418213,0.18847186863422394
0.19016359746456146,0.19041700661182404
0.1877843141555786,0.18650522828102112
0.19159631431102753,0.19300000369548798
0.18898749351501465,0.19300000369548798
0.19023145735263824,0.19011934101581573
0.19038917124271393,0.19021844863891602
0.19032181799411774,0.190073162317276
0.18620771169662476,0.18275225162506104
0.18905441462993622,0.19300000369548798
0.1864834725856781,0.18236276507377625
0.18980421125888824,0.19300000369548798
0.18972930312156677,0.1903727799654007
0.19073501229286194,0.19300000369548798
0.19029049575328827,0.19013004004955292
0.1903063952922821,0.19013243913650513
0.18882867693901062,0.19300000369548798
0.1871950924396515,0.18559782207012177
0.18763640522956848,0.19129088521003723
0.1884169578552246,0.19012120366096497
0.1896703541278839,0.19300000369548798
0.19015410542488098,0.19057007133960724
0.19171077013015747,0.19300000369548798
0.19025485217571259,0.19008973240852356
0.19015340507030487,0.19044896960258484
0.18614131212234497,0.1822127401828766
0.18868783116340637,0.1903795599937439
0.1882091462612152,0.18816028535366058
0.19019296765327454,0.19025084376335144
0.18992850184440613,0.19072142243385315
0.1861317902803421,0.18235255777835846
0.18876053392887115,0.19300000369548798
0.19089722633361816,0.19300000369548798
0.18815837800502777,0.18765710294246674
0.19034336507320404,0.19008368253707886
0.18784865736961365,0.18933545053005219
0.19015730917453766,0.19038408994674683
0.18791966140270233,0.18781208992004395
0.18925242125988007,0.19067507982254028
0.19027170538902283,0.19008204340934753
0.18711376190185547,0.18706151843070984
0.19136425852775574,0.19300000369548798
0.19035756587982178,0.1901443600654602
0.1903243064880371,0.19014382362365723
0.18843592703342438,0.19029392302036285
0.1863013356924057,0.18164145946502686
0.1919800192117691,0.19300000369548798
0.19005241990089417,0.19053515791893005
0.19018162786960602,0.19029363989830017
0.18851956725120544,0.1886642575263977
0.18948303163051605,0.19048550724983215
0.1896926760673523,0.19300000369548798
0.19036471843719482,0.19009941816329956
0.18631097674369812,0.1819753497838974
0.18952997028827667,0.19300000369548798
0.18857423961162567,0.19300000369548798
0.18987113237380981,0.19300000369548798
0.1896059364080429,0.19088943302631378
